row_hash,empresa,titulo,local,estado,data_abertura,data_fechamento,dias_passados,status,vfn,nota
jnkzVSpXeEQCiv8oZNrDmg==,AIG Seguros Brasil,Seguro de Proteção de Preços não pago e sem previsão de depósito,São Paulo - SP,SP,2022-05-19,2022-05-31,12,Resolvido,Sim,3
pr+SfZ6ygkTBP6pGcFhPww==,AIG Seguros Brasil,Seguro de Proteção de Preços não pago,Rio de Janeiro - RJ,RJ,2022-04-01,2022-04-13,12,Resolvido,Sim,4
MZPg2RtfP+65qBHHTHyD5Q==,AIG Seguros Brasil,Atraso no pagamento de Sinisttro,Fortaleza - CE,CE,2022-04-08,2022-04-20,12,Resolvido,Sim,6
tjiVVWT4t3U/4JPEZCUQYQ==,AIG Seguros Brasil,Não paga Proteção de preço,Belo Horizonte - MG,MG,2022-04-27,2022-05-09,12,Resolvido,Sim,7
SM/Ne4A6umITuEkTrEyAcA==,AIG Seguros Brasil,Não recebi 2 idenizações de sinistros aprovados e nenhuma satisfação (90 dias de atraso),Aracaju - SE,SE,2022-06-02,2022-06-14,12,Resolvido,Sim,10
YjwtLWUDUpPBgKbYmGIq8g==,Zurich Brasil Seguros,FALTA DE COMUNICAÇÃO COM A OFICINA,Araras - SP,SP,2022-06-03,2022-06-15,12,Resolvido,Sim,5
cK9Cc0tlaiSzPyceudHBIQ==,Zurich Brasil Seguros,Zurich brasil seguros .,Rio de Janeiro - RJ,RJ,2022-04-26,2022-05-08,12,Resolvido,Sim,10
w96LR8Ih1TFyhwbEAqdrXA==,Zurich Brasil Seguros,Atraso na Indenização e Sumiço do Parafuso Antifurto,Brasília - DF,DF,2022-05-19,2022-05-31,12,Resolvido,Sim,10
O/+lm8eqjeiXjvtn2IZhvA==,Tokio Marine Seguradora,insatisfação com o serviço de assistência residencial 24hs da Tokio Marine,Itaboraí - RJ,RJ,2022-04-29,2022-05-11,12,Resolvido,Sim,5
cAEkUmM4+WGvaqVej5l/6g==,Tokio Marine Seguradora,Incompetência,São Paulo - SP,SP,2022-06-01,2022-06-13,12,Resolvido,Sim,8
pCeRmGC+2yOqpRQtNwbDzw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",cobrança indevida de SEGURO cartão de credito,Embu - SP,SP,2022-05-12,2022-05-24,12,Resolvido,Sim,7
K8B9tBA3sCaLHQQO/Cvf0w==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Sem Carro Reserva.,São Paulo - SP,SP,2022-06-04,2022-06-16,12,Resolvido,Sim,8
rBZ2kB08y+XfdrBR1TVsNQ==,Bradesco Seguros,Burocracia no reembolso,São Paulo - SP,SP,2022-06-09,2022-06-21,12,Resolvido,Sim,5
0HvayeuJGR++WA+zqtroEw==,Bradesco Seguros,Liberação dos códigos para cirurgia reparadora,Angra dos Reis - RJ,RJ,2022-06-09,2022-06-21,12,Resolvido,Sim,10
2xNKCfUN/RBa6jQaUL3L9w==,Bradesco Seguros,Reembolso negado. Cid 84. Rn 469. Ilimitado,Jundiaí - SP,SP,2022-06-18,2022-06-30,12,Resolvido,Sim,10
mjXqO8LTgGXIhSFVC2yErg==,Bradesco Seguros,Reembolsa ou não Reembolsa,Santos - SP,SP,2022-05-27,2022-06-08,12,Resolvido,Sim,10
p9vdz04lNkO9A4dWj3Ntgw==,Bradesco Seguros,Reembolso Terapia Infantil ABA lançada errado como psicólogo individual comum,Mogi das Cruzes - SP,SP,2022-06-30,2022-07-12,12,Resolvido,Sim,8
ZcTgMZG/ngvuviIY5TQ0jA==,Bradesco Seguros,Propaganda enganosa! (Vício Oculto),Arapiraca - AL,AL,2022-05-05,2022-05-17,12,Resolvido,Sim,9
bCbuzcASKQolvAmjRhG3ZQ==,Bradesco Seguros,CADASTRAR CONTA BANCÁRIA PARA REEMBOLSO,Nilópolis - RJ,RJ,2022-05-23,2022-06-04,12,Resolvido,Sim,9
cfxsP8/ieajNIVfcZybk0g==,Bradesco Seguros,Estorno do valor integral,Abaetetuba - PA,PA,2022-06-30,2022-07-12,12,Resolvido,Sim,10
EKHrEURl3mNg7b1707eHiw==,Bradesco Seguros,Cancelar meus 3 seguros prestamista que não pedi,João Pessoa - PB,PB,2022-05-21,2022-06-02,12,Resolvido,Sim,10
xg3T0dLDU47X+zVA8LUuSg==,HDI Seguros,Impossível conseguir assistência emergencial,São Paulo - SP,SP,2022-04-15,2022-04-27,12,Resolvido,Não,10
GDleh60PWH8j/JWyJ6lgLA==,Porto Seguro,Demora de 2 meses do carro na oficina e os apps credenciado da porto não atuam aonde moro.,Boa Esperança - MG,MG,2022-04-08,2022-04-20,12,Resolvido,Não,5
yG191xTHhgntsKoO/xHKuw==,MAPFRE Seguros,Lucro cessante,Patos de Minas - MG,MG,2022-04-01,2022-04-13,12,Resolvido,Não,2
XxZ3qFvgSqNU7Z5BQLQlvA==,AIG Seguros Brasil,Sinistro não foi pago.,São Paulo - SP,SP,2022-03-31,2022-04-12,12,Resolvido,Não,0
jYzGDHdjRR1/nYfls+y5qw==,Zurich Brasil Seguros,Garantia não prestada,Toledo - PR,PR,2022-04-07,2022-04-19,12,Resolvido,Não,2
OuyZQ1iuusuWvnIpy2fVTQ==,Tokio Marine Seguradora,Falta de Reembolso de guincho e falta de retorno sobre o processo de reembolso.,Bragança Paulista - SP,SP,2022-05-12,2022-05-24,12,Resolvido,Não,2
V448SRbKRVAbqjRsF1B2rQ==,Tokio Marine Seguradora,Decepção com a seguradora Tokio Marine,São Paulo - SP,SP,2022-05-11,2022-05-23,12,Resolvido,Não,4
o/aURIkXpm62hTeloNmxlw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Eu trabalho para a cia,São Paulo - SP,SP,2022-06-11,2022-06-23,12,Resolvido,Não,3
I/kFWoVl5TycLYpSZZdbhw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Falta de comprometimento com segurado,São Paulo - SP,SP,2022-06-17,2022-06-29,12,Resolvido,Não,4
Dcoywp8f3WVMVHnKxSr/EQ==,Bradesco Seguros,Não Recebi o Reembolso do Serviço de Quincho,São Paulo - SP,SP,2022-06-02,2022-06-14,12,Resolvido,Não,0
tplzPwDdr6O0ZhFO+SUtsw==,Bradesco Seguros,seguro prestamista Bradesco,Belo Horizonte - MG,MG,2022-06-11,2022-06-23,12,Resolvido,Não,7
tLqc1bwNm7vtL1jE9hssIg==,Bradesco Seguros,3 TENTATIVA DE TER MEU TÍTULO DE CAPITALIZAÇÃO e NADA,Brasília - DF,DF,2022-05-16,2022-05-28,12,Resolvido,Não,10
OJQynSxafhiIBi8gvAtXMA==,HDI Seguros,Assistência 24H NÃO FUNCIONA,São João Batista - SC,SC,2022-06-17,2022-06-29,12,Não resolvido,Não,0
NQVG/SiL59mn4JgPHaeDsQ==,Azul Seguros,Colisão não autorizou pagamento de terceiro em seguida mudaram de idéia,São Paulo - SP,SP,2022-03-31,2022-04-12,12,Não resolvido,Não,0
fKnD3UvWZd8yHO4C/sujEQ==,Azul Seguros,Confirmaram a aprovação do terceiro e depois declinaram alegando que não foi culpa do segurado,São Paulo - SP,SP,2022-03-31,2022-04-12,12,Não resolvido,Não,3
J9tXKmgr70pvxQgqCDPUqA==,Azul Seguros,EMPRESA SEM NENHUM RESPEITO PELO CLIENTE: NÃO CONTRATEM A AZUL SEGUROS!!!,Franca - SP,SP,2022-03-30,2022-04-11,12,Não resolvido,Não,0
z8YGPO2DpAlHBcUFMV/+dg==,Porto Seguro,Manutenção errada no CAPS,Santa Bárbara dOeste - SP,SP,2022-05-05,2022-05-17,12,Não resolvido,Não,4
0YOAUlPm5+J3o59hDL4+Yg==,MAPFRE Seguros,"Falta de assistência, demora no retorno, descaso total",Floriano - PI,PI,2022-04-11,2022-04-23,12,Não resolvido,Não,0
BnF7lV1zYGgJVL1bbEw1Dw==,MAPFRE Seguros,Demora na indenização,Natal - RN,RN,2022-03-25,2022-04-06,12,Não resolvido,Não,0
KUcNRovAVfq6JMD4YC7uuw==,AIG Seguros Brasil,PAGAMENTO NÃO EFETUADO,Campina Verde - MG,MG,2022-04-11,2022-04-23,12,Não resolvido,Não,0
KUiC3Gq+NT+ET73ryAl28w==,AIG Seguros Brasil,ATRASO NA ANALISE DA PP,Teresina - PI,PI,2022-04-18,2022-04-30,12,Não resolvido,Não,0
q9/Nc9eBFODD269hY6ZwmQ==,AIG Seguros Brasil,PROTEÇÃO DE PREÇO,Teresina - PI,PI,2022-04-18,2022-04-30,12,Não resolvido,Não,0
xevyrNUG+u3snK7wH49YQg==,Zurich Brasil Seguros,Não querem cobrir o sinistro de Furto Qualificado,Mogi das Cruzes - SP,SP,2022-03-30,2022-04-11,12,Não resolvido,Não,0
U5OJrmnOUdcWa0bjxMBK2w==,Tokio Marine Seguradora,"Atraso da seguradora para vistoria, para entrega de peças, pra tudo",Uberaba - MG,MG,2022-05-13,2022-05-25,12,Não resolvido,Não,0
svorxdmj8W1eMzF6+4EWtg==,Tokio Marine Seguradora,Não recomendo a TOKIO MARINE: Assistência Auto péssima,São Paulo - SP,SP,2022-05-27,2022-06-08,12,Não resolvido,Não,0
nDuTRSzYtnOQV1RLpCsjtg==,Tokio Marine Seguradora,Sinistro sem resposta,Santa Maria - RS,RS,2022-04-15,2022-04-27,12,Não resolvido,Não,1
bg2TwpJPa3/+WJ0VuOpwUg==,Tokio Marine Seguradora,Péssimo atendimento serviço 24 horas de Guincho - Recusa de retornar o veiculo para minha casa,São Paulo - SP,SP,2022-06-01,2022-06-13,12,Não resolvido,Não,2
xDuHwcRg5LkZWPVea2j/ag==,Tokio Marine Seguradora,"Demora para resolução de sinistro , encaminhamento do carro para outra oficina sem avisar o segurado",São Paulo - SP,SP,2022-06-17,2022-06-29,12,Não resolvido,Não,1
F2SQDyKf12YV1SpUaQenIA==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Cobrança indevida,Mairinque - SP,SP,2022-05-31,2022-06-12,12,Não resolvido,Não,0
CW9QfgECb9yUzWgCLoW5Qw==,Bradesco Seguros,CANCELAMENTO DE TRATAMENTO,Osasco - SP,SP,2022-05-25,2022-06-06,12,Não resolvido,Não,0
k39lTQ2Z1Mx8CnubfmOCYw==,Bradesco Seguros,Demora na transferência da Previdência Privada,Curitiba - PR,PR,2022-04-14,2022-04-26,12,Não resolvido,Não,0
MZ8jKLhOkSdpvbnlC1WCrQ==,Bradesco Seguros,PAGAMENTO DE LUCRO CESSANTE,Belo Horizonte - MG,MG,2022-05-13,2022-05-25,12,Não resolvido,Não,0
wxDYn7gURa8YEXVauKGxvA==,Bradesco Seguros,APLICATIVO CANCELANDO AS CONSULTAS SEM AVISAR,São Paulo - SP,SP,2022-06-30,2022-07-12,12,Não resolvido,Não,1
OO2WTAH5M3MO6Dj2rlbs2A==,Bradesco Seguros,EXTRATO DE DESPESAS MÉDICAS PARA FINS DE IMPOSTO DE RENDA,Rio de Janeiro - RJ,RJ,2022-04-18,2022-04-29,11,Resolvido,Sim,9
iDW+KjKCn3Rbnnv9cPQEoA==,Bradesco Seguros,Seguro viagem,São Gonçalo - RJ,RJ,2022-04-18,2022-04-29,11,Resolvido,Sim,10
vJmyDNy3DF8Gj65x1OiNng==,HDI Seguros,"Descaso com o usuário, parado há horas na estrada e não enviam o reboque!",Contagem - MG,MG,2022-06-20,2022-07-01,11,Resolvido,Sim,0
43zRfZxEmNGCGoypN4rEtA==,HDI Seguros,HDI NÃO PAGA O SINISTRO NO PRÉDIO APÓS 32 DIAS,Bauru - SP,SP,2022-04-14,2022-04-25,11,Resolvido,Sim,7
z9kI5gS+mddRE2sovs9ulQ==,HDI Seguros,Descaso com cliente,São Paulo - SP,SP,2022-05-12,2022-05-23,11,Resolvido,Sim,7
piM3Jq8bLDPE5boIvYjpSQ==,HDI Seguros,Sem retorno HDI prazo excedido,Itapetininga - SP,SP,2022-05-13,2022-05-24,11,Resolvido,Sim,9
uDTflFUs0CvPlCjXgm+ifw==,HDI Seguros,Demora na análise do sinistro,São Bernardo do Campo - SP,SP,2022-06-21,2022-07-02,11,Resolvido,Sim,10
Xc7ZBFpIn2/07Z2ODsfXSg==,Azul Seguros,Descaso total com terceiros,Rio Acima - MG,MG,2022-06-01,2022-06-12,11,Resolvido,Sim,9
vuXlOsp7rFISTk5GtRJ/DQ==,Azul Seguros,Cobrança indevida de juros e multa,Colatina - ES,ES,2022-03-30,2022-04-10,11,Resolvido,Sim,10
ydVavB0CcC2sPbYxpd74RQ==,Porto Seguro,Tentativa de Cancelamento seguro residencial,São Paulo - SP,SP,2022-03-31,2022-04-11,11,Resolvido,Sim,5
XXyQY6Fk395+E6m6XLXpRQ==,Porto Seguro,NÃO É UMA RECLAMAÇÃO,Guarulhos - SP,SP,2022-05-06,2022-05-17,11,Resolvido,Sim,6
85pc+51nc6ULt2okyxX+MA==,Porto Seguro,Demora no andamento do processo de sinistro,Brasília - DF,DF,2022-05-23,2022-06-03,11,Resolvido,Sim,9
azOZHXd0XT/32n+NaTtqpg==,Porto Seguro,Comprovante de cancelamento de apólice de seguro fiança que não se concretizou,São Paulo - SP,SP,2022-04-08,2022-04-19,11,Resolvido,Sim,9
ay3GRWEbUSnVGxW0vLdDWA==,Porto Seguro,Cancelamento de Seguro não realizado,Mauá - SP,SP,2022-06-03,2022-06-14,11,Resolvido,Sim,10
oeoDDu2iE8UayYZkzcsFtA==,Porto Seguro,Não pagamento de lucros cessantes correto - desconto indevido,Mesquita - RJ,RJ,2022-04-04,2022-04-15,11,Resolvido,Sim,10
QTffqoNMT/kJMj3WyrmS2A==,Porto Seguro,Não consigo agendar guincho,São Paulo - SP,SP,2022-04-11,2022-04-22,11,Resolvido,Sim,10
njNgovBtmeI9YRUn8E5WiA==,Porto Seguro,Porto Seguro - Cobrança indevida de seguro de vida,São Paulo - SP,SP,2022-06-13,2022-06-24,11,Resolvido,Sim,10
dwNElZWlv+Nui9UUBuK0EQ==,Porto Seguro,assinatura de celular nao cancela,São Paulo - SP,SP,2022-06-09,2022-06-20,11,Resolvido,Sim,7
K4fl5IabBh/vhmozgOu3mg==,MAPFRE Seguros,Venda Casada estorno não concluído,São Vicente - SP,SP,2022-04-28,2022-05-09,11,Resolvido,Sim,6
7p4PfKLtGVIizkuyi9B9ig==,MAPFRE Seguros,DEMORA NA LIBERAÇÃO DO SERVIÇO. SINISTRO N. 0001202201612S00.,Rio de Janeiro - RJ,RJ,2022-03-31,2022-04-11,11,Resolvido,Sim,10
5yOKfgMkxoDhhsel/RrjSQ==,MAPFRE Seguros,Clube MAPFRE enganação pura propaganda enganosa,São Paulo - SP,SP,2022-03-31,2022-04-11,11,Resolvido,Sim,10
0l4jKWMXBDG09/I3BItRdg==,MAPFRE Seguros,Sinistro Automóvel,São José dos Campos - SP,SP,2022-06-09,2022-06-20,11,Resolvido,Sim,4
GBMx+4Lm+oFHCFs6KJ3P2g==,MAPFRE Seguros,Ridículo. Não conseguem fazer vistoria de um Tcross 2022.,Santo André - SP,SP,2022-06-11,2022-06-22,11,Resolvido,Sim,1
nDLh5r2BEUnoVDCUcyTJiQ==,AIG Seguros Brasil,NÃO PAGAMENTO DE 2 SINISTROS JÁ APROVADOS,Aracaju - SE,SE,2022-06-20,2022-07-01,11,Resolvido,Sim,0
GdeS1m4FWmR8Algp7syMPg==,AIG Seguros Brasil,Proteção de preços aprovada não paga,São Gonçalo - RJ,RJ,2022-06-20,2022-07-01,11,Resolvido,Sim,7
LmKZw8K80fF2c2fFoDnKQg==,AIG Seguros Brasil,Atraso no Pagamento de Seguro,São José dos Campos - SP,SP,2022-04-07,2022-04-18,11,Resolvido,Sim,10
IoK8HT6pjtS1AY/pRRZ3+w==,AIG Seguros Brasil,SINISTRO - NAO RECEBIMENTO DO PRÊMIO DEVIDO,Barra do Bugres - MT,MT,2022-05-23,2022-06-03,11,Resolvido,Sim,10
Ch6TKTnV0tldaM1yI+1pmA==,AIG Seguros Brasil,Proteção de preço - depósito não feito,São Paulo - SP,SP,2022-06-07,2022-06-18,11,Resolvido,Sim,10
yGL1wNuwPPSTRjwQh9Ns/g==,Zurich Brasil Seguros,Desrespeito ao consumidor,Feira de Santana - BA,BA,2022-06-06,2022-06-17,11,Resolvido,Sim,9
80azIAh/7C6yP4Z8uNX3Fw==,Zurich Brasil Seguros,Garantia estendida,Guabiruba - SC,SC,2022-04-18,2022-04-29,11,Resolvido,Sim,10
Fyu6Hr44i2nQrr/ssqGQKw==,Zurich Brasil Seguros,Lavadora Brastemp 12kg,Sorocaba - SP,SP,2022-04-29,2022-05-10,11,Resolvido,Sim,10
p1ZgCgkKvkIX5CgO56gCrg==,Zurich Brasil Seguros,Sinistro,Fortaleza - CE,CE,2022-06-10,2022-06-21,11,Resolvido,Sim,10
kaShSnGH8e1+Mqgmy817UQ==,Tokio Marine Seguradora,precisei usar o serviço 24 horas e atendimento telefonico e whats não funcionam,Jundiaí - SP,SP,2022-05-06,2022-05-17,11,Resolvido,Sim,7
q2Rz3AVIYotYHa02D03L0w==,Tokio Marine Seguradora,LIBERAÇÃO DE REPARO EM SINISTRO,Rio de Janeiro - RJ,RJ,2022-05-13,2022-05-24,11,Resolvido,Sim,7
afc38vaT1yBzFPmWcvGYgQ==,Tokio Marine Seguradora,Tokio Marine indenizou titular causador e não indeniza terceiros,São Paulo - SP,SP,2022-06-10,2022-06-21,11,Resolvido,Sim,8
jy6nEh8o0PFoe6b8Y8ROLA==,Tokio Marine Seguradora,Seguradora Tokio Marine enrola no pedido de documentos para enrolar para pagar sinistro,Piedade - SP,SP,2022-05-20,2022-05-31,11,Resolvido,Sim,9
4V5WZXgfwSkerbHfVAbpkA==,Tokio Marine Seguradora,Informações não são atualizadas e não consigo contato telefônico.,Rio de Janeiro - RJ,RJ,2022-05-09,2022-05-20,11,Resolvido,Sim,10
qbFEYOjVN2b5O42XUPykjA==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Débito em conta corrente não autorizado,Alumínio - SP,SP,2022-06-09,2022-06-20,11,Resolvido,Sim,5
fwt5m3cjmEwbNrfdmEJkDA==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Falta de reembolso,São Paulo - SP,SP,2022-06-03,2022-06-14,11,Resolvido,Sim,8
7tMTR4hi0qyYG+CwzDZTMQ==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Não dá prá confiar Allianz seguro auto,Contagem - MG,MG,2022-04-25,2022-05-06,11,Resolvido,Sim,9
f1BBbeL4tKKBCMNjvUvC6A==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",5 meses pra receber um estorno no cartão,Sumaré - SP,SP,2022-04-11,2022-04-22,11,Resolvido,Sim,10
D8q+6YRHotvzoidgkIMcaw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",SEM REEMBOLSO E SEM RESPOSTA,Belo Horizonte - MG,MG,2022-05-09,2022-05-20,11,Resolvido,Sim,10
Ca5qadTW7XG2RpQNNctk5w==,Bradesco Seguros,Contestação Bradesco Seguro Saúde,Rio de Janeiro - RJ,RJ,2022-06-10,2022-06-21,11,Resolvido,Sim,8
mu6fwCzxhGws617t00A2JA==,Bradesco Seguros,[Editado pelo Reclame Aqui] ! [Editado pelo Reclame Aqui] ! BRADESCO [Editado pelo Reclame Aqui] SEUS CLIENTES !,Rio de Janeiro - RJ,RJ,2022-06-02,2022-06-13,11,Resolvido,Sim,8
olKMQUyL1wCVbb1iTvmVkA==,Bradesco Seguros,Bradesco Previdencia não devolve montante acumulado,São Paulo - SP,SP,2022-05-30,2022-06-10,11,Resolvido,Sim,8
DkWxviub0/AdpDCri/MfcA==,Bradesco Seguros,Não recebi o reembolso integral,Rio de Janeiro - RJ,RJ,2022-06-01,2022-06-12,11,Resolvido,Sim,10
9ThruFezcNvtsFQPBnC0wg==,Bradesco Seguros,CONVENIO NÃO ACEITA DOCUMENTAÇÃO DA CIRURGIA BARIATRICA,São Paulo - SP,SP,2022-06-02,2022-06-13,11,Resolvido,Sim,10
hQ/rl9AS5DBs1z6osDoSwQ==,Bradesco Seguros,Bradesco seguros nunca mais,São Paulo - SP,SP,2022-05-13,2022-05-24,11,Resolvido,Sim,7
plvhthSi0xwvRtS8DyGMtA==,Bradesco Seguros,Cancelar seguro prestamista,Belo Horizonte - MG,MG,2022-05-03,2022-05-14,11,Resolvido,Sim,9
1deIJ90/C7n6VojhXMWMow==,Bradesco Seguros,Seguro de vida triplicado,Guarulhos - SP,SP,2022-05-05,2022-05-16,11,Resolvido,Sim,10
Fe5rtkWSunsVdpyDvekzRg==,HDI Seguros,HDI NAO LIBERA AUTORIZAÇÃO DE REPAROS DO TERCEIRO,São Paulo - SP,SP,2022-05-05,2022-05-16,11,Resolvido,Não,0
SdYse1Dn94Az3e/xAgiucg==,HDI Seguros,Processos internos prejudicam Cliente.,Curitiba - PR,PR,2022-05-16,2022-05-27,11,Resolvido,Não,5
XnHdl2HwVPSU32qgwR74eA==,Porto Seguro,SINISTRO - FALSO E [Editado pelo Reclame Aqui] - AGUARDANDO UM PERITO A 2 SEMANAS,São Paulo - SP,SP,2022-04-29,2022-05-10,11,Resolvido,Não,5
seTzZU1YO7ZRWLkTorh9lQ==,MAPFRE Seguros,Sinistro veiculo do 3,Franco da Rocha - SP,SP,2022-04-08,2022-04-19,11,Resolvido,Não,6
UbNBkLNnQr1DJKTpVh50Bw==,AIG Seguros Brasil,Indenização não paga,Maringá - PR,PR,2022-06-21,2022-07-02,11,Resolvido,Não,0
giGuAdKghrVB1/uLItyxxA==,AIG Seguros Brasil,AIG e VISA não pagam meu sinistro,Niterói - RJ,RJ,2022-03-28,2022-04-08,11,Resolvido,Não,3
XjJxPB4ywme/ig0n5i8nwg==,Zurich Brasil Seguros,SEGURO ENGANOSO,Araraquara - SP,SP,2022-05-13,2022-05-24,11,Resolvido,Não,3
ewyp162K2tMwHb9YxRHQyQ==,Zurich Brasil Seguros,Colchão- sem substituição.,Duque de Caxias - RJ,RJ,2022-06-20,2022-07-01,11,Resolvido,Não,10
pWmPZ9SsndY9mbe0RqFs7w==,Zurich Brasil Seguros,Lava louças entregue sem peça essencial para o seu funcionamento,Salvador - BA,BA,2022-05-06,2022-05-17,11,Resolvido,Não,5
TFHkvH5tl/QgHeV+go3HEA==,Tokio Marine Seguradora,Não tive resposta para parabrisa quebrado,Araçatuba - SP,SP,2022-04-16,2022-04-27,11,Resolvido,Não,5
zaOjIjZKSrHGR/aBnpPfIQ==,Tokio Marine Seguradora,3:45 em espera por 1 guincho,São Paulo - SP,SP,2022-05-06,2022-05-17,11,Resolvido,Não,6
IAEB6bwLIWQwoRzmw5anow==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Não atende as emergências no prazo,Vila Velha - ES,ES,2022-06-20,2022-07-01,11,Resolvido,Não,0
SSPtDKH6bwK2IIvAvfVvVw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",DESCASO E FALTA DE COMPROMISSO COM O ASSEGURADO!!!!,Taubaté - SP,SP,2022-04-26,2022-05-07,11,Resolvido,Não,2
77Z+8Uyyh6p1yG3EbrtzBg==,Bradesco Seguros,Nome errado,São Paulo - SP,SP,2022-05-13,2022-05-24,11,Resolvido,Não,0
T4p75voHXrJpmdsTgoPg7A==,Bradesco Seguros,"Meu carro deu pane de madrugada 04:50, e o Bradesco so fez o resgate as 08:40 da manha.",São Paulo - SP,SP,2022-05-02,2022-05-13,11,Resolvido,Não,1
l2hSCHQ1EvI8CvI57Yd4tA==,Bradesco Seguros,Demora na vistoria,Santo André - SP,SP,2022-05-12,2022-05-23,11,Resolvido,Não,5
wXzQgVlpT3hTTUZse5kxEQ==,Bradesco Seguros,TÍTULO DE CAPITALIZAÇÃO,Telêmaco Borba - PR,PR,2022-07-04,2022-07-15,11,Resolvido,Não,10
TWHlqECOEhKi76R/AXheyg==,HDI Seguros,Consertam só que está nas fotos,Esteio - RS,RS,2022-04-01,2022-04-12,11,Não resolvido,Não,0
WkVqzeLtKAdrm/3EaafCFg==,Azul Seguros,Aguardando envio da apólice a mais de 11 meses,Praia Grande - SP,SP,2022-05-15,2022-05-26,11,Não resolvido,Não,0
FMTTxpPhpYNGpJ67RU9nQA==,Azul Seguros,Burocracia para Liberação de Sinistro,São Leopoldo - RS,RS,2022-05-23,2022-06-03,11,Não resolvido,Não,1
PTChlS0qzYEM/HCOzkqiag==,Porto Seguro,"60 dias com carro na oficina por conta de atraso liberação de reparo, 19 dias corrido da data de abertura até a liberação",Boa Esperança - MG,MG,2022-03-28,2022-04-08,11,Não resolvido,Não,0
VFIwJn5bCpz+L/zBn5jUbQ==,MAPFRE Seguros,2 horas pra mandar um guincho no centro de Guarapuava PR,Blumenau - SC,SC,2022-03-31,2022-04-11,11,Não resolvido,Não,0
JosCuloW+vQ7n5tWIA5cOA==,MAPFRE Seguros,Sinistro em Fevereiro,São Paulo - SP,SP,2022-04-01,2022-04-12,11,Não resolvido,Não,0
/TQwnAD2Wffd+bDrz9JEeA==,MAPFRE Seguros,Seguro de rompimento de tubulações,Caxias do Sul - RS,RS,2022-06-16,2022-06-27,11,Não resolvido,Não,1
RF2EFufX3P/SDyUjn/RGVw==,MAPFRE Seguros,Carro sem previsão de reparo e sem direito a carro reserva,Florianópolis - SC,SC,2022-04-18,2022-04-29,11,Não resolvido,Não,0
tmB6gy89MS0OnlXD97AQcg==,AIG Seguros Brasil,SEGURO SEM ASSISTÊNCIA NO EXTERIOR E NEGAM RESSARCIMENTO DAS DESPEAS MESMO APÓS 5 MESES,Florianópolis - SC,SC,2022-05-26,2022-06-06,11,Não resolvido,Não,0
0gOGsYs6PgnoRDtJyeSQFw==,Zurich Brasil Seguros,Espera excessiva para um reboque,Vespasiano - MG,MG,2022-04-30,2022-05-11,11,Não resolvido,Não,0
XKcZfWmbRy2IZ2v7K33Zbg==,Zurich Brasil Seguros,Sem geladeira Zurich dificulta pagamento de seguro,Lauro de Freitas - BA,BA,2022-06-10,2022-06-21,11,Não resolvido,Não,0
TosRFdk7lW+lmh04E8RCnA==,Zurich Brasil Seguros,Prejuízo causado pela zurich a cliente,Recife - PE,PE,2022-04-26,2022-05-07,11,Não resolvido,Não,0
ibzdioMyryqvwNkzGfQ1IQ==,Tokio Marine Seguradora,Quando precisei não fui atendido,Rio de Janeiro - RJ,RJ,2022-04-21,2022-05-02,11,Não resolvido,Não,0
eYFeSebcGGOKd2A66DM+Pw==,Tokio Marine Seguradora,Irresponsabilidade.,Carapicuíba - SP,SP,2022-05-09,2022-05-20,11,Não resolvido,Não,0
RxzhxY6BHRkK0HsHg2OUDg==,Tokio Marine Seguradora,Lucros cessantes,Guaíba - RS,RS,2022-05-17,2022-05-28,11,Não resolvido,Não,0
daYlc29wBLAb97O2b4Aq6A==,Tokio Marine Seguradora,Merda de empresa,São Paulo - SP,SP,2022-05-01,2022-05-12,11,Não resolvido,Não,7
HRlrPNlZ/vk+zSiC/7vGKQ==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",CANCELARAM MEU SEGURO RESIDENCIAL APOS SOLICITAR SINISTRO,Fortaleza - CE,CE,2022-04-05,2022-04-16,11,Não resolvido,Não,0
WSWQBCyANaHB/+tWZwFpFA==,Bradesco Seguros,Demora para reembolsar gasto com guincho,Vitória da Conquista - BA,BA,2022-05-06,2022-05-17,11,Não resolvido,Não,0
DKQypOHG+vw8okxC5hs90Q==,Bradesco Seguros,Alteracao de dados em cadastro,Rio de Janeiro - RJ,RJ,2022-05-06,2022-05-17,11,Não resolvido,Não,0
