sentimento,empresa,tempo_reclamacao,status,titulo,seguro,sinistro,prestamista,carro,cancelamento,protecao,atendimento,rembolso
Negativo,Bradesco Seguros,6,Não resolvido,instabilidade no sistema de extratos,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,4,Não resolvido,Bradesco Seguros demora para autorizar cirurgia.,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,36,Resolvido,Seguro residencial sem aparecer no app,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,8,Não resolvido,Baixa de sinistro barrando Renovação de seguro,true,true,false,false,false,false,false,false
Negativo,Bradesco Seguros,2,Não resolvido,Sem medicos disponiveis,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,49,Não resolvido,BRADESCO SAUDE,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,33,Resolvido,Um descaso total com o Cliente,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,6,Resolvido,Impossível cancelar um seguro,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,21,Resolvido,Assistência não prestada e Reembolso não efetivado,false,false,false,false,false,false,false,true
Negativo,Bradesco Seguros,5,Resolvido,Guincho,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,5,Resolvido,Falta de pagamento lucros cessantes,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,6,Resolvido,Sistema do Bradesco Saúde está inoperante há 3 dias?!,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,21,Resolvido,Me deixaram 48h esperando,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,28,Resolvido,Uma novela para marcar um procedimento e não consigo,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,14,Resolvido,Lucros cessantes sem resposta!,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,8,Resolvido,Propaganda enganosa,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,48,Resolvido,Não tem Credenciados,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,7,Resolvido,"Cancelar Seguro Bradesco?? Meus pêsames, muita sorte e paciência pra vc, vai precisar!",true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,86,Não resolvido,Cobertura Urgente de Cirurgia,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,4,Resolvido,Má prestação de serviço,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,9,Resolvido,Desrespeito,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,16,Não resolvido,Extrato de pagamentos Bradesco Saude,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,17,Resolvido,Seguro lucros cessantes,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,2,Resolvido,Seguros de vida sem permissão,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,20,Resolvido,Lucro Cessante,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,22,Não resolvido,DEMORA NA APROVAÇÃO DE HOMECARE PARA IDOSA,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,61,Resolvido,SEGURO VIAGEM,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,46,Resolvido,Cirurgia refrativa LASIK reembolso apenas 30%,false,false,false,false,false,false,false,true
Negativo,Bradesco Seguros,63,Resolvido,Cópia da APÓLICE DO SEGURO DE VIDA da minha mãe,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,16,Resolvido,Não consigo acessar a carteira digital pelo aplicativo,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,11,Resolvido,Contestação Bradesco Seguro Saúde,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,7,Resolvido,"CIRURGIA NAO AUTORIZADA, 2 MESES DE ESPERA, RECLAMAÇÃO ANS.",false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,90,Resolvido,Previdência,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,15,Resolvido,"Consignado com venda casada, seguro prestamista cancelamento",true,false,true,false,true,false,false,false
Positivo,Bradesco Seguros,1,Resolvido,Peguei um empréstimo paguei quitei com muita antecedência e não recebi o reembolso do seguro,true,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,3,Resolvido,Reboque não veio,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,31,Resolvido,PROBLEMAS COM REEMBOLSO,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,31,Resolvido,MAIS UMA VEZ O PLANO SE RECUSA REEMBOLSO,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,68,Resolvido,Dificuldade e morosidade na aprovação de cirurgia cervical,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,13,Resolvido,Bradesco Vida e Previdência NÃO PEDI,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,36,Resolvido,Resgate de Previdência,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,21,Resolvido,Cadê o Seguro de Vida?,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,8,Resolvido,Bradesco Saúde permite internação mas nega a cirurgia.,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Seguro prestamista,true,false,true,false,false,false,false,false
Positivo,Bradesco Seguros,1,Resolvido,Seguro prestamista,true,false,true,false,false,false,false,false
Positivo,Bradesco Seguros,14,Resolvido,Ligações indesejadas,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,27,Resolvido,"Seguro residencial cobrado sem uso, sem assinatura de apólice",true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,8,Resolvido,Aplicativo Bradesco Seguro auto,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,4,Resolvido,Não consigo efetuar o pagamento da fatura do seguro auto,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,37,Resolvido,CANCELAMENTO DE FORMA UNILATERAL POR PARTE DA EMPRESA BRADESCO S/A,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,11,Resolvido,Bradesco Previdencia não devolve montante acumulado,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,49,Resolvido,COBRANÇA EM FOLHA DE PAGAMENTO DE SERVIÇO NAO REALIZADO,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,33,Resolvido,"Não consigo o extrato de coparticipação do Bradesco Saúde, site sempre dando erro",false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,6,Resolvido,Reembolso PARTO - Protocolo 2022.0003043992.00,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,20,Resolvido,Dificuldade de resgate Economia premiável Bradesco,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,35,Resolvido,"Não contratem Título de capitalização, é uma furada",false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,24,Resolvido,SOS PORTAL Dra Nicole Alves Gricheno Sigolo,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,30,Resolvido,Seguro prestamista,true,false,true,false,false,false,false,false
Positivo,Bradesco Seguros,57,Resolvido,boleto não enviado nem disponível no site,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,6,Resolvido,Reembolso Parcial INSTRUMENTADOR CIRÚRGICO,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,2,Resolvido,Falha no site Bradesco Saúde para obter o extrato de IRPF,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,33,Resolvido,Seguro de Vida,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,7,Resolvido,Pagamento invertido de mensalidade Bradesco não resolve,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,30,Resolvido,Desconto coparticipação,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,6,Resolvido,CIRURGIAS REPARADORAS NEGADAS,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,12,Resolvido,Reembolso Terapia Infantil ABA lançada errado como psicólogo individual comum,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,7,Resolvido,Atendimento Médico,false,false,false,false,false,false,true,false
Positivo,Bradesco Seguros,11,Resolvido,[Editado pelo Reclame Aqui] ! [Editado pelo Reclame Aqui] ! BRADESCO [Editado pelo Reclame Aqui] SEUS CLIENTES !,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,5,Resolvido,Cancelamento de autorização,false,false,false,false,true,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Demora para aprovar perícia,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,7,Resolvido,Extrato não disponível ha semanas,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,5,Resolvido,LIBERAÇÂO DE CIRURGIA GASTROPLASTIA!,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,7,Resolvido,Reembolso anestesia protocolo-2022.0003260705.01,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,55,Resolvido,Bradesco Seguro Saúde não está autorizando os serviços médicos,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,40,Resolvido,Não recebi minha apólice de seguro viagem,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,3,Resolvido,REEMBOLSO BRADESCO SAUDE MUITO ABAIXO DO APRESENTADO,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Reembolso negado sem motivo,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,5,Resolvido,Autorização medicacao,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,2,Resolvido,Cancelamento de seguro,true,false,false,false,true,false,false,false
Positivo,Bradesco Seguros,44,Resolvido,Bradesco Saúde - não dá carteirinha física e site indisponível,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,33,Resolvido,Reembolso seguro,true,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,1,Resolvido,Liberação de sinistro,false,true,false,false,false,false,false,false
Positivo,Bradesco Seguros,7,Resolvido,Exclusão de dependente e cobrança valor cheio da mensalidade,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,50,Resolvido,Bradesco Saúde plano individual dificulta Informe 2021 para IR,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,13,Resolvido,Bradesco Saúde fora do prazo!!!!!,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,3,Resolvido,cancelar seguro prestamista 900194,true,false,true,false,false,false,false,false
Positivo,Bradesco Seguros,16,Resolvido,Dificuldade em agendar exames,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,13,Resolvido,Nao ha especialista em endometriose,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,6,Resolvido,Reembolso Anestesia não foi paga integralmente,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,25,Resolvido,Boleto não entregue em tempo hábil para pagamento,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,6,Resolvido,Demora na liberação de procedimento de baixa complexidade,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,36,Resolvido,Problema para sacar Previdência Bradesco,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,52,Resolvido,Reanálise de Reembolso,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,3,Resolvido,RESGATE PREVIDENCIA PRIVADA - MENOR IDADE,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,22,Resolvido,Reembolso,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,6,Resolvido,Cancelamento,false,false,false,false,true,false,false,false
Positivo,Bradesco Seguros,56,Resolvido,Reembolso do Parto,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,28,Resolvido,Contratação do seguro viagem,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,13,Resolvido,FALTA DE ATENDIMENTO HUMANO NO BRADESCO ! AUTOMACAO PERDEM A SENSIBILIDADE,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Resgate de titulo,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,8,Resolvido,Cancelamento de Apólice,false,false,false,false,true,false,false,false
Positivo,Bradesco Seguros,8,Resolvido,Reembolso não confere com custo cirúrgico.,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,3,Resolvido,INFORME ERRADO DE IMPOSTO DE RENDA,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,7,Resolvido,Aguardando liberação de material para cirurgia,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,6,Resolvido,Reembolso negado mais uma vez sem motivos,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,5,Resolvido,Isso é uma coisa séria. Somos seres humanos e bixo,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,16,Resolvido,Cirurgia bariátrica negada,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,34,Resolvido,Não recebo meu título de capitalização!,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,57,Resolvido,Toda vez tenho Reembolsos negados sem motivo,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,32,Resolvido,Bradesco residencial,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Seguro de vida e previdência,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,8,Resolvido,Reembolso anestesia protocolo 2022.0002391794,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,39,Resolvido,Abertura de Sinistro- Analises de Documentação,false,true,false,false,false,false,false,false
Positivo,Bradesco Seguros,38,Resolvido,Quebra de contrato - Não reembolso da EO em sala de parto,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,33,Resolvido,Falta de comprometimento em solucionar sinistros de veículos.,false,true,false,false,false,false,false,false
Positivo,Bradesco Seguros,30,Resolvido,Não atendem o telefone,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,22,Resolvido,Problema no débito do seguro,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,7,Resolvido,Capitalização,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,6,Resolvido,Seguro indevido,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,8,Resolvido,Cancelamento e ressarcimento de seguro,true,false,false,false,true,false,false,false
Positivo,Bradesco Seguros,23,Resolvido,Cirurgia Ombro Esquerdo,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,5,Resolvido,Seguro prestamista. Cancelamento,true,false,true,false,true,false,false,false
Positivo,Bradesco Seguros,38,Resolvido,Médico na tela é serviço fake!,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,94,Resolvido,Dificuldade de solução,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,6,Resolvido,Conflito do valor reembolsado,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,13,Resolvido,Bradesco Auto/Re - Cia de seguros,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,10,Resolvido,Seguradora Bradesco faz seguro sem autorização do segurado,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,41,Resolvido,Site inconsciente,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Seguro de Vida Cobrado 2 Vezes,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Cancelamento do seguro prestamista BRADESCO,true,false,true,false,true,false,false,false
Positivo,Bradesco Seguros,5,Resolvido,Negativa de tratamento já aprovado e iniciado,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,19,Resolvido,SEGURO PRESTAMISTA,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,12,Resolvido,Propaganda enganosa! (Vício Oculto),false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Falta de análise pedido reembolso,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,5,Resolvido,Preciso do meu remédio quimioterapico,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,12,Resolvido,CADASTRAR CONTA BANCÁRIA PARA REEMBOLSO,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,7,Resolvido,Não consigo cancelar o seguro prestamista (Seguro de vida - Financiamento CDC Veículo),true,false,true,false,false,false,false,false
Positivo,Bradesco Seguros,5,Resolvido,Resgate de título de capitalização,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,11,Resolvido,EXTRATO DE DESPESAS MÉDICAS PARA FINS DE IMPOSTO DE RENDA,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,18,Resolvido,REEMBOLSO DOENÇA RÁRA,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,20,Resolvido,INCLUSÃO PLANO DE SAÚDE,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,3,Resolvido,Exame Calprotectina fecal recusado pelo Plano Bradesco Saúde Top Nacional.,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,7,Resolvido,Franquia de lanterna traseira é mais caro do que a compra de uma lanterna nova,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,13,Resolvido,Demora para aprovação de cirurgia REPARADORA,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,8,Resolvido,Quero Cancelar e Estornar o meu seguro de vida,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Seguro prestamista,true,false,true,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Cancelamento de título de capitalização,false,false,false,false,true,false,false,false
Positivo,Bradesco Seguros,7,Resolvido,SEGURO PRESTAMISTA,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,35,Resolvido,Estorno Multiplano Geração 3,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,7,Resolvido,Não consigo emitir o boleto de pagamento da mensalidade de maio do meu plano de saúde da Bradesco Saúde,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,0,Resolvido,Previdência,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Solicitação de Reembolso - Parto Normal,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,16,Resolvido,Recebimento fornecedor Bradesco vida e Previdência SA,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,36,Resolvido,Exame,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Cancelamento de seguro,true,false,false,false,true,false,false,false
Positivo,Bradesco Seguros,46,Resolvido,Informe para o Imposto de renda Bradesco Saúde,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,16,Resolvido,Aplicativo Bradesco Saúde não funciona e pagamentos de reembolso acabam atrasando,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,5,Resolvido,Demora em Análise de Pedido de Cirurgia,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,6,Resolvido,Falta de Respeito com o Cliente - Descompromisso,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,49,Não resolvido,SINISTRO DE DOIS ANOS ATRAS E AINDA NAO RECEBEMOS,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,34,Resolvido,Não devolveu dinheiro debitado pós casamento de apólice de seguro de vida,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Cancelamento e resgate capitalização Bradesco.,false,false,false,false,true,false,false,false
Positivo,Bradesco Seguros,61,Resolvido,Espera por liberação de exame,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,5,Resolvido,Cancelamento de seguro prestamista,true,false,true,false,true,false,false,false
Positivo,Bradesco Seguros,38,Resolvido,Negativa de diária,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,5,Resolvido,Pagamentos autorizados em atraso,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,37,Resolvido,Reembolso sendo negado,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,5,Resolvido,Cobrança imposta de Seguro,true,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,5,Resolvido,Reembolso Seguro Residencial,true,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,7,Resolvido,Cancelamento de seguro,true,false,false,false,true,false,false,false
Positivo,Bradesco Seguros,8,Resolvido,Problemas com reembolso,false,false,false,false,false,false,false,true
Positivo,Bradesco Seguros,2,Resolvido,Envio de demonstrativo de IR 2021/22,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,1,Resolvido,Liberação de Cirurgia,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,40,Resolvido,Cobertura Enoxaparina sódica,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,4,Resolvido,Erro no aplicativo ao trocar e-mail,false,false,false,false,false,false,false,false
Positivo,Bradesco Seguros,11,Resolvido,Cancelar seguro prestamista,true,false,true,false,false,false,false,false
Positivo,Bradesco Seguros,9,Resolvido,Atraso no Reembolso de serviço de Taxi,false,false,false,false,false,false,false,true
Negativo,AIG Seguros Brasil,51,Não resolvido,Atraso na Análise e pagamento.,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,26,Não resolvido,Negativa e demora na análise da documentação seguro proteção de preço,true,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,9,Não resolvido,PROTEÇÃO DE PREÇO NÃO CREDITADA !!!,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,30,Não resolvido,"prazo nao cumprido,reclamacao sem retorno",false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,6,Não resolvido,SEGURADORA AIG NÃO PAGA SEGURO DE PROTEÇÃOD E PREÇO,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,13,Não resolvido,Seguro proteção de preços VISA não pago,true,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,56,Não resolvido,Atraso no Reembolso,false,false,false,false,false,false,false,true
Negativo,AIG Seguros Brasil,20,Não resolvido,Atraso pagamento Seguro Proteção Preço.,true,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,11,Resolvido,NÃO PAGAMENTO DE 2 SINISTROS JÁ APROVADOS,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,30,Não resolvido,garantia de preco,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,12,Não resolvido,ATRASO NA ANALISE DA PP,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,34,Não resolvido,FALTA DE RETORNO,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,58,Resolvido,03746327###03661214,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,9,Não resolvido,Seguro Proteção de preço com pagamento em atraso,true,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,18,Não resolvido,Demora exagerada na resposta da Proteção de Preço,false,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,9,Não resolvido,Proteção de preço não paga,false,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,51,Resolvido,Falta de respeito,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,11,Resolvido,Indenização não paga,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,29,Não resolvido,Seguros Aprovados e não pagos.,true,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,31,Não resolvido,Seguro aprovado e não pago!,true,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,44,Não resolvido,Seguro proteção de preços VISA não pago,true,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,33,Não resolvido,Sinistro finalizado sem ser pago,false,true,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,41,Não resolvido,Seguro Viagem sem Assistência e Burocrático e não funciona,true,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,49,Resolvido,Bradesco Visa Infinite - Demora no ressarcimento do seguro viagem (auto),true,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,31,Não resolvido,SEGURO PROTEÇÃO DE PREÇO,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,30,Não resolvido,Indeferimento indevido de sinistros,false,true,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,12,Não resolvido,PROTEÇÃO DE PREÇO,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,6,Não resolvido,Pagamento Sinistro 03766900,false,true,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,15,Não resolvido,Seguro proteção de preços VISA não pago,true,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,21,Resolvido,Proteção de Preço não paga - Visa e AIG Seguros,true,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,28,Não resolvido,Sinistro Pendente - 03659328 - Proteção de Compras,false,true,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,35,Não resolvido,3699711 - Proteção de Preço com atraso de pagamento,false,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,69,Não resolvido,Atraso no pagamento do seguro de Proteção de Preço,true,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,54,Não resolvido,Sinistro demorando a ser analisado,false,true,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,4,Não resolvido,"sinistro aprovado, fechado sem ser pago",false,true,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,30,Resolvido,Proteção de Preço não paga - Visa e AIG Seguros (Há mais de 3 meses),true,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,6,Não resolvido,Seguro Proteção de Preço Reprovado,true,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,3,Não resolvido,Proteção de preço,false,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,41,Não resolvido,Protocolo aprovado com reembolso atrasado,false,false,false,false,false,false,false,true
Negativo,AIG Seguros Brasil,58,Não resolvido,Sinistro com data errada,false,true,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,12,Não resolvido,PAGAMENTO NÃO EFETUADO,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,10,Não resolvido,Empresa não responde,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,26,Resolvido,Falta de Respeito - Demora na análise (3 meses),false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,25,Resolvido,Visa Proteção de Preços não paga o sinistro,false,true,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,31,Não resolvido,Dois seguros de proteção de preço atrasados meses,true,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,19,Não resolvido,Retorno Sinistro 03803191 - Visa Proteção de Compras,false,true,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,31,Não resolvido,Demora na resposta,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,27,Não resolvido,Seguradora não paga sinistro!!,false,true,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,55,Não resolvido,Pagamento não realizado pela AIG,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,19,Não resolvido,Problemas com pagto com Visa Beneficios - Seguro proteção de preços cartão - Axa seguradora,true,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,12,Resolvido,Sinistro não foi pago.,false,true,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,39,Não resolvido,#3 reclamação CU662101316,false,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,0,Não resolvido,Desde o ano passado solicitando o proteção de preço,false,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,25,Não resolvido,Atraso e problemas na proteção de preços,false,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,35,Não resolvido,Proteção de Preço não paga,false,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,56,Não resolvido,Proteção de preço aprovado há mais de dois meses e ainda não pago,false,false,false,false,false,true,false,false
Negativo,AIG Seguros Brasil,52,Não resolvido,Sem resposta na analise do Seguro,true,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,50,Resolvido,Bradesco Visa Infinite - Demora no ressarcimento do seguro viagem (auto),true,false,false,false,false,false,false,false
Negativo,AIG Seguros Brasil,14,Não resolvido,Demora para retorno no processo,false,false,false,false,false,false,false,false
