row_hash,empresa,titulo,local,data_abertura,data_fechamento,tempo_reclamacao,status,vfn,nota,sentimento
2172950377389555057,Azul Seguros,Atraso em reparo de terceiro,Niterói - RJ,2022-05-09,2022-05-25,16,Resolvido,Não,3,negativo
-8923396975084027377,HDI Seguros,Lucro cessante não autorizado,Vila Velha - ES,2022-05-04,2022-07-02,59,Resolvido,Sim,3,negativo
7456511523550436438,Zurich Brasil Seguros,Seguro Auto Zurich Seguros,Brasília - DF,2022-06-26,2022-06-30,4,Resolvido,Não,3,negativo
-3269588133218042467,Bradesco Seguros,Me deixaram 48h esperando,Ribeirão Preto - SP,2022-05-20,2022-06-10,21,Resolvido,Sim,3,negativo
-3941486104373471107,Zurich Brasil Seguros,Enganado pela Zuric seguros,São Paulo - SP,2022-04-09,2022-04-25,16,Não resolvido,Não,3,negativo
-7177452510831885197,Azul Seguros,Péssimo atendimento ao cliente,São Paulo - SP,2022-05-17,2022-06-20,34,Não resolvido,Não,3,negativo
4727789391096114832,Azul Seguros,Demora no conserto do meu carro,Curitiba - PR,2022-04-06,2022-05-10,34,Não resolvido,Não,3,negativo
7264008418027745772,HDI Seguros,COMPROVANTE CANCELAMENTO APÓLICE,Rio de Janeiro - RJ,2022-05-23,2022-05-26,3,Resolvido,Sim,3,negativo
-3734664765738781328,AIG Seguros Brasil,Proteção de preço atrasada!,Teófilo Otoni - MG,2022-06-22,2022-06-28,6,Não resolvido,Não,3,negativo
-1885436823467575343,AIG Seguros Brasil,Seguro ainda não creditado!,Brasília - DF,2022-04-25,2022-05-30,35,Não resolvido,Não,3,negativo
2845897321791591853,Youse Seguros,Não consegui contratar o seguro,Corupá - SC,2022-04-27,2022-06-01,35,Não resolvido,Não,3,negativo
7228204082395959060,Zurich Brasil Seguros,Sinistro não resolvido 2131151,Sorocaba - SP,2022-05-31,2022-06-10,10,Não resolvido,Não,3,negativo
2198527791872662656,Bradesco Seguros,Cobertura Urgente de Cirurgia,Olímpia - SP,2022-04-23,2022-07-18,86,Não resolvido,Não,3,negativo
-2139281810769289396,Bradesco Seguros,Lucros cessantes sem resposta!,São Paulo - SP,2022-04-26,2022-05-10,14,Resolvido,Não,3,negativo
8837637035074052329,Bradesco Seguros,Seguros de vida sem permissão,Sumaré - SP,2022-05-02,2022-05-04,2,Resolvido,Não,3,negativo
-1846983446145121973,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",ASSISTÊCIA 24 HORAS RESIDENCIAL,Rio de Janeiro - RJ,2022-04-04,2022-04-21,17,Resolvido,Não,3,negativo
-6571852131087061453,Tokio Marine Seguradora,Linha Branca Assistência,Vinhedo - SP,2022-05-31,2022-06-24,24,Resolvido,Sim,3,negativo
3349946185825864216,Porto Seguro,CARRO FÁCIL maior pegadinha do setor,São Paulo - SP,2022-05-08,2022-05-12,4,Resolvido,Não,3,negativo
-5064912973542795675,Zurich Brasil Seguros,Pior Seguradora de todos os tempos!,Recife - PE,2022-05-05,2022-05-31,26,Resolvido,Não,3,negativo
-112693907447556152,HDI Seguros,ESPERA ESSESSIVA POR PEÇA A SER TROCADA,Curitiba - PR,2022-05-25,2022-05-31,6,Resolvido,Não,3,negativo
-8502663290516811872,Porto Seguro,Não devolução de pontos do cartão itaú,Rio de Janeiro - RJ,2022-06-07,2022-06-21,14,Não resolvido,Não,3,negativo
4972910263877356293,Porto Seguro,Porto Seguro não prima por informações!,São Paulo - SP,2022-06-01,2022-06-14,13,Resolvido,Não,3,negativo
1724451169528189922,AIG Seguros Brasil,AIG e VISA não pagam meu sinistro,Niterói - RJ,2022-03-28,2022-04-08,11,Resolvido,Não,3,negativo
-6211733719579485574,AIG Seguros Brasil,atraso na resolução dos sinistros,Feira de Santana - BA,2022-03-28,2022-04-18,21,Não resolvido,Não,3,negativo
-313575248138381046,Bradesco Seguros,Falta de pagamento lucros cessantes,Porto Alegre - RS,2022-06-17,2022-06-22,5,Resolvido,Sim,3,negativo
6906616386239960729,Porto Seguro,PORTO SEGURO / SERVIÇO CONTRATO PORTO FAZ,São Paulo - SP,2022-06-01,2022-06-24,23,Resolvido,Não,3,negativo
-4603389961502983640,Bradesco Seguros,Extrato de pagamentos Bradesco Saude,Guaratinguetá - SP,2022-05-17,2022-06-02,16,Não resolvido,Não,3,negativo
7813165976189912893,Tokio Marine Seguradora,Quebra de contrato unilateral,Presidente Prudente - SP,2022-06-01,2022-06-20,19,Não resolvido,Não,3,negativo
-3805415082827258393,Azul Seguros,TROCA DA LATERNA DA DOBLÔ PELA SEGURADORA,São Paulo - SP,2022-04-29,2022-06-09,41,Resolvido,Sim,3,negativo
4384366400246508702,Porto Seguro,Recebi reembolso 11% abaixo da tabela FIPE.,São Vicente - SP,2022-05-14,2022-06-06,23,Resolvido,Sim,3,negativo
-6655005004105340165,Tokio Marine Seguradora,"Prejuízo, desgaste e transtorno",Brasília - DF,2022-04-03,2022-04-13,10,Resolvido,Não,3,negativo
-1980150065212888515,AIG Seguros Brasil,Não pagamento - Proteção de Preços - VISA,Unaí - MG,2022-04-19,2022-05-18,29,Não resolvido,Não,3,negativo
4611322194327924651,AIG Seguros Brasil,Pagamento do seguro proteção de preço,Itaquaquecetuba - SP,2022-05-17,2022-07-01,45,Resolvido,Sim,3,negativo
-6061117898574599699,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Indignação com a qualidade do atendimento,Guarulhos - SP,2022-06-16,2022-06-29,13,Resolvido,Não,3,negativo
4676303748225288649,Tokio Marine Seguradora,Demora análise e resposta sinistro,São Paulo - SP,2022-05-12,2022-05-21,9,Resolvido,Não,3,negativo
847869156696879407,Bradesco Seguros,DEMORA NA APROVAÇÃO DE HOMECARE PARA IDOSA,São Paulo - SP,2022-06-03,2022-06-25,22,Não resolvido,Não,3,negativo
-7837341427560867342,Youse Seguros,Péssima experiência ! 4H para chegar um reboque.,Contagem - MG,2022-05-01,2022-05-06,5,Resolvido,Não,3,negativo
-3270946484419394399,Tokio Marine Seguradora,Pagamento de seguro pela tabela FIPE,Viamão - RS,2022-04-20,2022-05-18,28,Resolvido,Não,3,negativo
-3396757492918121439,Bradesco Seguros,Cirurgia refrativa LASIK reembolso apenas 30%,São Paulo - SP,2022-04-12,2022-05-28,46,Resolvido,Sim,3,negativo
-5089874181390491387,MAPFRE Seguros,SEGURADORA NÃO PAGA SINISTRO - CUIDADO ENGANADORES,São Paulo - SP,2022-04-27,2022-05-20,23,Resolvido,Não,3,negativo
1306970192777928805,Tokio Marine Seguradora,Impossibilidade de falar com a segurada,Candeias - BA,2022-05-03,2022-05-13,10,Não resolvido,Não,3,negativo
-7105539021215693501,Bradesco Seguros,Cópia da APÓLICE DO SEGURO DE VIDA da minha mãe,Rio de Janeiro - RJ,2022-04-25,2022-06-27,63,Resolvido,Não,3,negativo
4610206123433629623,HDI Seguros,Processo e Desrespeito a Prazos/Falta de Transparência,São Paulo - SP,2022-05-11,2022-05-29,18,Resolvido,Não,3,negativo
-6660013150372323672,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",estou sem carro reserva e sem meu carro consertado,Bauru - SP,2022-04-30,2022-06-29,60,Resolvido,Sim,3,negativo
3965942992829362254,Bradesco Seguros,Assistência não prestada e Reembolso não efetivado,Araguaína - TO,2022-04-27,2022-05-18,21,Resolvido,Não,3,negativo
7810750202004686734,Bradesco Seguros,Sistema do Bradesco Saúde está inoperante há 3 dias?!,São Paulo - SP,2022-05-18,2022-05-24,6,Resolvido,Sim,3,negativo
3757186991286034719,Bradesco Seguros,Uma novela para marcar um procedimento e não consigo,São Paulo - SP,2022-05-18,2022-06-15,28,Resolvido,Sim,3,negativo
7088428617184472023,MAPFRE Seguros,ENCAMINHADA PARA O REPARO DO CELULAR EM UM OUTRO ESTADO,Rio de Janeiro - RJ,2022-03-30,2022-06-01,63,Resolvido,Não,3,negativo
696307449301463646,HDI Seguros,ERRO NA DIGITACAO DA APOLICE GEROU ENDOSSO E AUMENTO FRANQUIA,Camaragibe - PE,2022-05-20,2022-05-28,8,Não resolvido,Não,3,negativo
-533592982906941704,AIG Seguros Brasil,Seguro Proteção de Preço Visa Não pago - Bilhete 03728199,Hortolândia - SP,2022-05-24,2022-06-10,17,Resolvido,Sim,3,negativo
-5012283034912439843,Tokio Marine Seguradora,Classe de bônus zerada ao muda modalidade de seguro,Japeri - RJ,2022-05-07,2022-05-31,24,Resolvido,Não,3,negativo
6220405995173337585,Porto Seguro,Acione a franquia e receba o carro com mais problemas do que entregou,São Paulo - SP,2022-05-03,2022-05-22,19,Não resolvido,Não,3,negativo
7598938533006723087,AIG Seguros Brasil,Seguro de Proteção de Preços não pago e sem previsão de depósito,São Paulo - SP,2022-05-19,2022-05-31,12,Resolvido,Sim,3,negativo
5856110359615492151,MAPFRE Seguros,FALTA DE RESPEITO PELO CONSUMIDOR - NÃO FAÇAM NEGOCIO COME STA EMPRESA!!!!,Araquari - SC,2022-03-28,2022-04-06,9,Resolvido,Não,3,negativo
9217368697589763592,Tokio Marine Seguradora,Problemas para ressarcimento do valor cobrado indevidamente,São Paulo - SP,2022-05-07,2022-05-27,20,Resolvido,Não,3,negativo
3553778405707931000,Porto Seguro,"QUERO ASSINAR o TechFácil, sou cliente PORTO SEGURO CARTÕES, mas NÃO CONSIGO!!",Florianópolis - SC,2022-05-24,2022-05-26,2,Não resolvido,Sim,3,negativo
-142450790103035891,Azul Seguros,Confirmaram a aprovação do terceiro e depois declinaram alegando que não foi culpa do segurado,São Paulo - SP,2022-03-31,2022-04-12,12,Não resolvido,Não,3,negativo
-7617129892954149416,Bradesco Seguros,"Cancelar Seguro Bradesco?? Meus pêsames, muita sorte e paciência pra vc, vai precisar!",Porto Alegre - RS,2022-05-25,2022-06-01,7,Resolvido,Não,3,negativo
3301945848017170400,Zurich Brasil Seguros,"Acionei assistencia 24hs para um serviço e preciso do comprovante, que a Zurick nao me envia e fica jogando para o prestador de serviço que tb nao resolve.",Jundiaí - SP,2022-03-28,2022-04-25,28,Resolvido,Não,3,negativo
-8825096994205486471,Tokio Marine Seguradora,Tokio Marine presta um péssimo serviço e não cumpre com o combinado,São José do Rio Pardo - SP,2022-06-05,2022-06-27,22,Resolvido,Não,3,negativo
7382336279595296960,MAPFRE Seguros,Enganação,São Paulo - SP,2022-04-19,2022-05-20,31,Resolvido,Não,4,neutro
6942717000774378540,Porto Seguro,Sem contato,Rio de Janeiro - RJ,2022-03-28,2022-04-09,12,Resolvido,Sim,4,neutro
-7985393443962544724,HDI Seguros,Entrega do carro,Pouso Redondo - SC,2022-06-22,2022-07-01,9,Resolvido,Não,4,neutro
-2933869122176571386,Zurich Brasil Seguros,apolice 2 via,Porto Alegre - RS,2022-04-01,2022-06-28,88,Resolvido,Sim,4,neutro
3611673025242841694,Azul Seguros,Cobrança duplicada,São Paulo - SP,2022-04-29,2022-05-20,21,Não resolvido,Não,4,neutro
-5131643126573986163,Bradesco Seguros,Lucro cessante,Joinville - SC,2022-06-20,2022-06-22,2,Não resolvido,Não,4,neutro
-1215649305873176904,MAPFRE Seguros,Sinistro Automóvel,São José dos Campos - SP,2022-06-09,2022-06-20,11,Resolvido,Sim,4,neutro
-6600666731038060691,AIG Seguros Brasil,Seguro não pago,Belo Horizonte - MG,2022-04-22,2022-05-17,25,Resolvido,Sim,4,neutro
2265635688349514959,AIG Seguros Brasil,Sinistro não pago,Mossoró - RN,2022-03-27,2022-04-26,30,Resolvido,Não,4,neutro
3723962960185988517,Bradesco Seguros,Aplicativo na entra,São Paulo - SP,2022-05-16,2022-05-19,3,Resolvido,Sim,4,neutro
1463872864640199862,MAPFRE Seguros,Descaso com o cliente,São Paulo - SP,2022-06-17,2022-06-22,5,Não resolvido,Não,4,neutro
-1166280771697924161,Bradesco Seguros,Ligações indesejadas,Rio de Janeiro - RJ,2022-05-31,2022-07-07,37,Resolvido,Não,4,neutro
166558526461648497,Zurich Brasil Seguros,Desprezo com o cliente,Nova Lima - MG,2022-04-12,2022-05-20,38,Resolvido,Sim,4,neutro
2315684072877690925,HDI Seguros,Problema - Reembolso - Reboque,Rio de Janeiro - RJ,2022-04-04,2022-04-13,9,Resolvido,Não,4,neutro
-1814352710054116578,Porto Seguro,Manutenção errada no CAPS,Santa Bárbara dOeste - SP,2022-05-05,2022-05-17,12,Não resolvido,Não,4,neutro
7550880304426169538,Bradesco Seguros,Serviço não reembolsado,Londrina - PR,2022-04-20,2022-04-26,6,Resolvido,Não,4,neutro
4311813928689688323,Azul Seguros,Falta de respeito em oficina,São Paulo - SP,2022-06-24,2022-06-28,4,Resolvido,Não,4,neutro
3376533052321026249,HDI Seguros,Desconsideração pelo Segurado,São Roque - SP,2022-06-07,2022-07-01,24,Resolvido,Não,4,neutro
-5657353375333538781,HDI Seguros,Demora na entrega do meu carro,Campestre - AL,2022-04-15,2022-05-30,45,Não resolvido,Não,4,neutro
-926051805744824726,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Demora de atender Sinistro,Brumado - BA,2022-05-24,2022-06-29,36,Resolvido,Não,4,neutro
5271043818345338470,Bradesco Seguros,assitencia 24 nao atendida,Palmas - PR,2022-05-05,2022-05-11,6,Resolvido,Não,4,neutro
-494956282931026978,Bradesco Seguros,Avaliação Neuropsicológica,Campinas - SP,2022-05-09,2022-06-09,31,Resolvido,Não,4,neutro
3087244939044260751,HDI Seguros,Não prestar serviços oferecidos.,São Paulo - SP,2022-03-28,2022-06-18,82,Resolvido,Sim,4,neutro
8816275247936224400,Azul Seguros,Demora na liberação do conserto,São Paulo - SP,2022-04-22,2022-06-07,46,Resolvido,Não,4,neutro
2013820311411572659,MAPFRE Seguros,indenização por dano eletrico,Araraquara - SP,2022-04-25,2022-05-31,36,Resolvido,Sim,4,neutro
-2887085460867203831,Porto Seguro,Resgate de brinde com problemas,Petrolina - PE,2022-03-31,2022-05-09,39,Resolvido,Sim,4,neutro
2147795499740608932,Zurich Brasil Seguros,Atraso em Análise de Sinistro,Belo Horizonte - MG,2022-04-07,2022-05-27,50,Resolvido,Não,4,neutro
-2354924400317454815,Youse Seguros,RENOVAÇÃO SEM APLICAÇÃO DE BONUS,Joinville - SC,2022-06-07,2022-07-03,26,Não resolvido,Não,4,neutro
7258427219010213928,Bradesco Seguros,Bradesco saúde - hospitais ruins,Brasília - DF,2022-06-03,2022-06-08,5,Não resolvido,Não,4,neutro
2365518184849860646,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Sinistro 964104056 sem Resposta,Porto Alegre - RS,2022-04-18,2022-05-06,18,Resolvido,Não,4,neutro
171588203789787844,AIG Seguros Brasil,Demora na analise de sinistro,Santa Maria - RS,2022-04-26,2022-06-09,44,Não resolvido,Não,4,neutro
6918209047726695803,HDI Seguros,Agendamento de vistoria não cumprido,Belo Horizonte - MG,2022-04-07,2022-06-07,61,Resolvido,Não,4,neutro
-1709161274624376479,Azul Seguros,"Cancelaram meu seguro, e não avisaram",São Paulo - SP,2022-05-27,2022-06-29,33,Não resolvido,Não,4,neutro
-2135479362971034472,Tokio Marine Seguradora,Atendimento não realizado,Belo Horizonte - MG,2022-04-06,2022-04-22,16,Resolvido,Não,4,neutro
-6460087666931779155,Zurich Brasil Seguros,Não da satisfação dobre o sinistro,São Paulo - SP,2022-06-02,2022-06-10,8,Resolvido,Não,4,neutro
2126730019291629435,Zurich Brasil Seguros,Vivo seguro celular - Seguro duvidoso,Araraquara - SP,2022-04-22,2022-05-06,14,Resolvido,Não,4,neutro
-2516708927663979435,AIG Seguros Brasil,Proteção de Preço Muito Atrasada !,Teófilo Otoni - MG,2022-05-18,2022-05-18,0,Não resolvido,Não,4,neutro
-7759659903181219573,Tokio Marine Seguradora,atraso no conserto do carro,Palhoça - SC,2022-04-05,2022-05-11,36,Resolvido,Não,4,neutro
2531205596435333800,Youse Seguros,Cobrança indevida e não lhe respondem,Teresina - PI,2022-05-05,2022-06-02,28,Resolvido,Não,4,neutro
1014707580172370619,HDI Seguros,Demora absurda e descaso com o consumidor.,São José dos Campos - SP,2022-04-15,2022-05-20,35,Resolvido,Não,4,neutro
-7308974154400063033,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Falta de comprometimento com segurado,São Paulo - SP,2022-06-17,2022-06-29,12,Resolvido,Não,4,neutro
-2859403397827307573,Bradesco Seguros,Inativação do serviço de rastreamento,Salvador - BA,2022-04-17,2022-04-25,8,Não resolvido,Não,4,neutro
-5314252191745984829,Bradesco Seguros,Quero cancelar meu seguro prestamista,São Paulo - SP,2022-04-25,2022-07-06,72,Não resolvido,Sim,4,neutro
-2621071806034999957,HDI Seguros,SOU TERCEIRO E NÃO TENHO RETORNO DA EMPRESA,Curitiba - PR,2022-05-15,2022-06-11,27,Resolvido,Não,4,neutro
-3003873726073550909,Tokio Marine Seguradora,ATENDIMENTO DE SINISTRO PÉSSIMO,SAO GABRIEL - RS,2022-03-31,2022-05-09,39,Resolvido,Sim,4,neutro
-5410321183097906190,AIG Seguros Brasil,Seguro de Proteção de Preços não pago,Rio de Janeiro - RJ,2022-04-01,2022-04-13,12,Resolvido,Sim,4,neutro
-6846152679590961801,Bradesco Seguros,Não ressarcimento de serviço de guincho,naoconsta - --,2022-04-26,2022-05-06,10,Resolvido,Não,4,neutro
8475687284393438452,Zurich Brasil Seguros,Enrolado e muito mal atendido pela Zurich,Ribeirão Preto - SP,2022-04-25,2022-05-05,10,Resolvido,Não,4,neutro
-1299900526272696611,Zurich Brasil Seguros,Pior atendimento e resolução de problemas,São Paulo - SP,2022-05-26,2022-06-13,18,Resolvido,Não,4,neutro
-13950639384275717,Bradesco Seguros,Incompetência para autorizar exame PCR-COVID,São Paulo - SP,2022-05-19,2022-05-20,1,Resolvido,Não,4,neutro
1727361648111428838,Tokio Marine Seguradora,Decepção com a seguradora Tokio Marine,São Paulo - SP,2022-05-11,2022-05-23,12,Resolvido,Não,4,neutro
6795890563483217095,Youse Seguros,Cancelarram meu seguro sendo que paguei o boleto,Itajaí - SC,2022-06-11,2022-06-17,6,Resolvido,Não,4,neutro
7211282901234189764,AIG Seguros Brasil,SEGURO PROTEÇAO DE PREÇO ATRAZO NO PAGAMENTO,Brasília - DF,2022-06-09,2022-06-10,1,Não resolvido,Sim,4,neutro
3338002883756587092,Tokio Marine Seguradora,Falta de documentos e veículo desaparecido,Nova Iguaçu - RJ,2022-04-07,2022-05-12,35,Resolvido,Sim,4,neutro
-7814852642949165515,Bradesco Seguros,Bradesco Saúde não cumpre prazo para liberar cirurgia,Salvador - BA,2022-05-23,2022-05-28,5,Resolvido,Não,4,neutro
-4725378193931166899,Bradesco Seguros,Apólice 900330 - Negativa de informação sobre o contrato,Rio de Janeiro - RJ,2022-04-20,2022-06-04,45,Resolvido,Sim,4,neutro
-5835343320126569337,Porto Seguro,Descaso - Porto Seguro não atende chamado do segurado - cliente há mais de 10 anos,São Paulo - SP,2022-05-29,2022-06-08,10,Resolvido,Sim,4,neutro
3173568476340560029,Tokio Marine Seguradora,BATIDA DE CARRO COM UM TERCEIRO SEM SOLUÇÃO DA TOKYO MARINE,São José dos Campos - SP,2022-04-19,2022-04-26,7,Resolvido,Sim,4,neutro
-1786140529826487633,AIG Seguros Brasil,ATRASO PAGAMENTO SEGURO JÁ APROVADO - seguro proteção de preço VISA,Brasília - DF,2022-05-01,2022-05-26,25,Resolvido,Não,4,neutro
-3864337824071378042,Porto Seguro,Não consigo acessar o aplicativo nem o site e ninguém consegue me ajudar,São Paulo - SP,2022-06-17,2022-06-21,4,Resolvido,Sim,4,neutro
-6717632563613100480,Azul Seguros,Preciso abrir um sinistro e é impossível fazer contato com essa seguradora,São Paulo - SP,2022-06-01,2022-06-23,22,Resolvido,Sim,4,neutro
-614429732568416154,AIG Seguros Brasil,Problemas com pagto com Visa Beneficios - Seguro proteção de preços - Visa Infinite,Conselheiro Lafaiete - MG,2022-04-21,2022-05-12,21,Não resolvido,Não,4,neutro
8823794877507082115,MAPFRE Seguros,"Mapre não responde, Documentação recebida pela seguradora há mais de 34 dias",Francisco Beltrão - PR,2022-04-25,2022-06-13,49,Resolvido,Não,4,neutro
-7725552912135047646,Bradesco Seguros,Contratei uma previdência privada com débito automático e o banco não realiza os pagamentos das mensalidades,Rio de Janeiro - RJ,2022-04-18,2022-04-25,7,Não resolvido,Não,4,neutro
7752069827534822836,Bradesco Seguros,Não enviam demonstrativo de IR estou a 60 dias solicitando O SITE NSO FUNCIONA,São Bernardo do Campo - SP,2022-04-26,2022-06-01,36,Resolvido,Não,4,neutro
-8089965777986712575,Bradesco Seguros,PEDIDO DE FISIOTERAPIA/DRENAGEM LINFÁTICA PÓS MASTECTOMIA E ESVAZIAMENTO AXILAR,naoconsta - --,2022-04-16,2022-05-07,21,Resolvido,Não,4,neutro
-1396746779623435161,Azul Seguros,Apólice,São Paulo - SP,2022-04-19,2022-04-20,1,Resolvido,Não,5,neutro
8187333457367128666,Zurich Brasil Seguros,adoro,Ilhéus - BA,2022-03-28,2022-04-01,4,Resolvido,Sim,5,neutro
5859165252921225823,MAPFRE Seguros,Seguro,Bagé - RS,2022-04-11,2022-05-05,24,Resolvido,Não,5,neutro
-7269236882445884532,Bradesco Seguros,Boleto,Piedade - SP,2022-05-20,2022-07-18,59,Resolvido,Sim,5,neutro
5334312719745852667,Bradesco Seguros,Guincho,Araguaína - TO,2022-06-08,2022-07-11,33,Resolvido,Não,5,neutro
-4267576617311278530,HDI Seguros,Sem resposta,Alfenas - MG,2022-05-13,2022-06-24,42,Resolvido,Não,5,neutro
2050859690640959522,HDI Seguros,Serviço ruim,Ribeirão Preto - SP,2022-05-13,2022-05-23,10,Resolvido,Não,5,neutro
431357082305708101,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Me paguem..,São Leopoldo - RS,2022-06-23,2022-06-30,7,Resolvido,Sim,5,neutro
-8891695204201309283,Bradesco Seguros,Reembolso,São Paulo - SP,2022-06-21,2022-07-07,16,Resolvido,Sim,5,neutro
-8032970901180036601,Porto Seguro,Seguro fiança,São Paulo - SP,2022-05-17,2022-05-24,7,Resolvido,Não,5,neutro
-4313892280569912496,Porto Seguro,SEGURO VIAGEM,Campinas - SP,2022-05-10,2022-06-03,24,Resolvido,Sim,5,neutro
-2996335227869100926,Azul Seguros,SEGURO PÉSSIMO,São Paulo - SP,2022-04-01,2022-04-18,17,Resolvido,Sim,5,neutro
8054657071242103567,Bradesco Seguros,Tratamento,Rio de Janeiro - RJ,2022-06-27,2022-06-28,1,Resolvido,Sim,5,neutro
3227181586735785082,HDI Seguros,Sem atendimento,Belo Horizonte - MG,2022-05-28,2022-06-15,18,Não resolvido,Sim,5,neutro
3524537368163581664,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Desanimador,Belo Horizonte - MG,2022-05-06,2022-06-29,54,Não resolvido,Não,5,neutro
3363255864881355537,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Desrespeito,Belo Horizonte - MG,2022-04-21,2022-05-13,22,Resolvido,Não,5,neutro
-8706855616885484480,HDI Seguros,Máquina de lavar,Joinville - SC,2022-04-19,2022-05-29,40,Resolvido,Sim,5,neutro
-2092035738507556739,HDI Seguros,Falta de respeito,São Paulo - SP,2022-04-15,2022-04-29,14,Resolvido,Sim,5,neutro
3016557296408992668,HDI Seguros,Vistoria veicular,Olinda - PE,2022-06-07,2022-06-21,14,Resolvido,Não,5,neutro
-4713682173497949220,MAPFRE Seguros,ERRO NA APÓLICE,Rio de Janeiro - RJ,2022-04-12,2022-05-18,36,Resolvido,Sim,5,neutro
6749828229904610864,Tokio Marine Seguradora,Seguro,Passo Fundo - RS,2022-04-11,2022-05-13,32,Resolvido,Sim,5,neutro
8120152580656693231,Youse Seguros,Seguro cancelado,Porto Alegre - RS,2022-06-11,2022-06-14,3,Não resolvido,Não,5,neutro
-8912792154284873855,Bradesco Seguros,Chamado de Táxi.,Bauru - SP,2022-05-03,2022-06-10,38,Resolvido,Não,5,neutro
2167672317787886788,Bradesco Seguros,Falta de cotação,Piracicaba - SP,2022-06-10,2022-06-14,4,Não resolvido,Não,5,neutro
5503303856293845279,MAPFRE Seguros,Descaso ao cliente,Passa Quatro - MG,2022-04-12,2022-05-04,22,Resolvido,Sim,5,neutro
-9124121263673968083,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",COBRANÇA INDEVIDA,Recife - PE,2022-04-16,2022-05-24,38,Não resolvido,Não,5,neutro
7530404851000848415,Bradesco Seguros,Cobrança indevida,Brasília - DF,2022-06-06,2022-06-22,16,Não resolvido,Não,5,neutro
7530404851000848415,Bradesco Seguros,Cobrança indevida,Viamão - RS,2022-05-12,2022-06-02,21,Resolvido,Não,5,neutro
200405081073076482,Bradesco Seguros,Informe para IRPF,Salvador - BA,2022-05-15,2022-05-18,3,Resolvido,Não,5,neutro
7040117656058655318,Bradesco Seguros,Ligações abusivas,Rio de Janeiro - RJ,2022-07-04,2022-07-11,7,Resolvido,Não,5,neutro
-2326930986136082598,Bradesco Seguros,Reembolso guincho,São Paulo - SP,2022-06-22,2022-06-29,7,Resolvido,Sim,5,neutro
-1590066836049155315,HDI Seguros,Devolução de pagamento,São Paulo - SP,2022-03-26,2022-05-30,65,Resolvido,Não,5,neutro
-7554790308455114916,Porto Seguro,canais de atendimento,Valinhos - SP,2022-03-29,2022-05-06,38,Resolvido,Sim,5,neutro
8315627629574096183,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Falta de pagamento,Campinas - SP,2022-04-05,2022-04-22,17,Resolvido,Não,5,neutro
-7434146852173924538,Tokio Marine Seguradora,Pouco caso,Santo André - SP,2022-05-17,2022-05-26,9,Resolvido,Sim,5,neutro
-7891526174425719041,Youse Seguros,Falta de atendimento,Porto Alegre - RS,2022-05-02,2022-06-15,44,Resolvido,Sim,5,neutro
6740153873721020257,Bradesco Seguros,Demora na vistoria,Santo André - SP,2022-05-12,2022-05-23,11,Resolvido,Não,5,neutro
-463139131464361364,Bradesco Seguros,Valores bloqueados,São Paulo - SP,2022-05-16,2022-06-06,21,Resolvido,Não,5,neutro
5792212815502454318,Tokio Marine Seguradora,Nao resolve!!!,São Paulo - SP,2022-05-04,2022-05-12,8,Resolvido,Não,5,neutro
-1358956392733043462,Bradesco Seguros,Cirurgia Bariátrica,Santo André - SP,2022-05-01,2022-05-05,4,Resolvido,Sim,5,neutro
727346220631620761,Bradesco Seguros,PESSIMO ATENDIMENTO,Porto Alegre - RS,2022-06-11,2022-07-04,23,Não resolvido,Não,5,neutro
-5168847169341600696,HDI Seguros,SINISTRO: 010603153179860,Parauapebas - PA,2022-04-08,2022-05-09,31,Resolvido,Sim,5,neutro
-1383462123339503065,MAPFRE Seguros,Demora no atendimento,Belém - PA,2022-04-14,2022-04-21,7,Resolvido,Não,5,neutro
1463872864640199862,MAPFRE Seguros,Descaso com o cliente,Currais Novos - RN,2022-04-03,2022-04-11,8,Não resolvido,Não,5,neutro
-8064138228974047407,Porto Seguro,Vidraceiro - Porto Seguro,Jundiaí - SP,2022-03-28,2022-04-18,21,Resolvido,Sim,5,neutro
4017740830137085737,Tokio Marine Seguradora,TOKIO MARINE,Embu das Artes - SP,2022-04-20,2022-04-29,9,Resolvido,Não,5,neutro
5385784567052461381,MAPFRE Seguros,Minha moto foi furtada!,São Paulo - SP,2022-04-05,2022-05-16,41,Resolvido,Não,5,neutro
-9018796370809364429,Porto Seguro,Negativado indevidamente,São Paulo - SP,2022-05-06,2022-06-13,38,Resolvido,Não,5,neutro
2636403480128874233,Bradesco Seguros,Seguro não contratado,Salvador - BA,2022-04-26,2022-05-02,6,Não resolvido,Não,5,neutro
8714471681926204700,HDI Seguros,CONSERTO FORD FIESTA HACHT,Barra Bonita - SP,2022-04-27,2022-06-03,37,Resolvido,Sim,5,neutro
